Pattern,ItemIDs,Utility,Size
O_PRCP=VeryLow + OP_CARRIER=AA + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=VeryHigh,"[1258, 2, 1302, 1296, 1252]",11156,5
DEST_INDEX=JFK + O_PRCP=VeryLow + OP_CARRIER=AA + D_LONGITUDE=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + O_WSPD=VeryHigh,"[1163, 1258, 2, 1302, 1252, 1267]",11156,6
ORIGIN_INDEX=IND + D_PRCP=VeryLow + CRS_ARR_TIME_MIN=Mid + CRS_ELAPSED_TIME=Mid + O_PRCP=VeryLow + D_LONGITUDE=VeryHigh + D_LATITUDE=High + O_LATITUDE=High,"[1009, 1273, 1245, 1250, 1258, 1302, 1296, 1286]",11156,8
ORIGIN_INDEX=MCI + DEST_INDEX=DEN + O_PRCP=VeryLow + FL_WEEK=1 + D_WSPD=VeryHigh + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High,"[1026, 1127, 1258, 932, 1282, 1267, 1247, 1242, 1286]",11155,9
OP_CARRIER_FL_NUM=5329.0 + CRS_ARR_TIME_MIN=Mid + O_LATITUDE=VeryHigh + D_LONGITUDE=VeryHigh + D_LATITUDE=High + O_LONGITUDE=VeryHigh,"[834, 1245, 1287, 1302, 1296, 1292]",11155,6
OP_CARRIER_FL_NUM=371.0 + ORIGIN_INDEX=FLL + DEST_INDEX=EWR + O_LONGITUDE=High + D_WSPD=VeryLow + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh,"[81, 991, 1136, 1291, 1278, 1302, 1296, 1251, 1267]",11155,9
ORIGIN_INDEX=MCI + DEST_INDEX=DEN + O_PRCP=VeryLow + D_LATITUDE=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High,"[1026, 1127, 1258, 1296, 1267, 1247, 1242, 1286]",11155,8
OP_CARRIER_FL_NUM=4683.0 + CRS_DEP_TIME_MIN=Mid + D_WSPD=Low + CRS_ARR_TIME_MIN=Mid + O_TEMP=VeryLow + CRS_ELAPSED_TIME=VeryHigh + O_LONGITUDE=VeryHigh,"[749, 1240, 1279, 1245, 1253, 1252, 1292]",11155,7
CRS_ELAPSED_TIME=Mid + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh,"[1250, 1302, 1241, 1246, 1272]",11154,5
OP_CARRIER_FL_NUM=5411.0 + FL_DAY=19 + O_PRCP=VeryLow + O_WSPD=High + D_WSPD=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[844, 919, 1258, 1266, 1282, 1242]",11154,6
ORIGIN_INDEX=MCO + O_LONGITUDE=High + OP_CARRIER=DL + D_LONGITUDE=VeryHigh + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1027, 1291, 5, 1302, 1251, 1247, 1242]",11154,7
O_WSPD=High + D_LATITUDE=High + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High,"[1266, 1296, 1252, 1286]",11153,4
OP_CARRIER_FL_NUM=2687.0 + FL_DAY=17 + O_PRCP=VeryLow + OP_CARRIER=AA + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[515, 917, 1258, 2, 1241, 1246, 1272, 1286, 1292]",11153,9
OP_CARRIER_FL_NUM=3131.0 + CRS_ARR_TIME_MIN=Mid + FL_WEEK=2 + OP_CARRIER=AA + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[565, 1245, 933, 2, 1252, 1286, 1292]",11151,7
OP_CARRIER_FL_NUM=3596.0 + ORIGIN_INDEX=EWR + D_TEMP=High + FL_WEEK=3 + CRS_DEP_TIME_MIN=High + D_LATITUDE=High + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[632, 988, 1271, 934, 1241, 1296, 1267, 1292]",11151,8
OP_CARRIER_FL_NUM=4747.0 + ORIGIN_INDEX=BWI + D_TEMP=High + D_PRCP=VeryLow + O_TEMP=VeryHigh + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[755, 964, 1271, 1273, 1257, 1246, 1251, 1286, 1292]",11151,9
ORIGIN_INDEX=LGA + CRS_DEP_TIME_MIN=VeryHigh,"[1020, 1242]",11151,2
OP_CARRIER_FL_NUM=3791.0 + D_LONGITUDE=High + OP_CARRIER=F9 + FL_WEEK=1 + O_LATITUDE=VeryHigh + D_WSPD=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[663, 1301, 6, 932, 1287, 1282, 1241, 1251, 1272, 1292]",11150,10
D_WSPD=Mid + CRS_ELAPSED_TIME=Mid + OP_CARRIER=DL + O_TEMP=VeryHigh + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1280, 1250, 5, 1257, 1246, 1272, 1286, 1292]",11150,8
ORIGIN_INDEX=ORD + OP_CARRIER=AA + CRS_DEP_TIME_MIN=VeryHigh,"[1044, 2, 1242]",11150,3
D_LATITUDE=Mid + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1295, 1252, 1286, 1292]",11150,4
DEST_INDEX=FLL + ORIGIN_INDEX=EWR + CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1144, 988, 1241, 1251, 1272, 1286, 1292]",11150,7
OP_CARRIER_FL_NUM=3079.0 + O_PRCP=VeryLow + FL_WEEK=1 + D_WSPD=VeryHigh + D_LATITUDE=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[560, 1258, 932, 1282, 1296, 1267, 1247, 1242]",11150,8
OP_CARRIER_FL_NUM=3791.0 + DEST_INDEX=MCO + OP_CARRIER=F9 + O_LATITUDE=VeryHigh + D_WSPD=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[663, 1177, 6, 1287, 1282, 1241, 1251, 1272, 1292]",11150,9
OP_CARRIER_FL_NUM=371.0 + ORIGIN_INDEX=FLL + OP_CARRIER=NK + DEST_INDEX=EWR + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + D_LATITUDE=High + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh,"[81, 991, 10, 1136, 1302, 1241, 1296, 1251, 1267]",11150,9
OP_CARRIER_FL_NUM=5792.0 + CRS_ARR_TIME_MIN=Mid + FL_WEEK=1 + D_WSPD=VeryHigh + O_TEMP=VeryLow + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[893, 1245, 932, 1282, 1253, 1286, 1292]",11150,7
FL_DAY=20 + O_LONGITUDE=High + FL_WEEK=1 + O_TEMP=VeryHigh + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[920, 1291, 932, 1257, 1302, 1296, 1251, 1267, 1247, 1242]",11148,10
OP_CARRIER_FL_NUM=5438.0 + O_LATITUDE=Mid + ORIGIN_INDEX=DCA + D_WSPD=Low + O_TEMP=VeryHigh + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_LATITUDE=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[849, 1285, 980, 1279, 1257, 1302, 1241, 1246, 1296, 1272, 1267, 1292]",11148,12
OP_CARRIER_FL_NUM=5799.0 + DEST_INDEX=BWI + ORIGIN_INDEX=BOS + CRS_DEP_TIME_MIN=Mid + FL_DAY=21 + O_LATITUDE=VeryHigh + O_TEMP=VeryLow + O_LONGITUDE=VeryHigh,"[894, 1113, 958, 1240, 921, 1287, 1253, 1292]",11147,8
OP_CARRIER_FL_NUM=371.0 + ORIGIN_INDEX=FLL + DEST_INDEX=EWR + O_LONGITUDE=High + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh,"[81, 991, 1136, 1291, 1302, 1296, 1251, 1267]",11147,8
D_LONGITUDE=VeryHigh + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh,"[1302, 1246, 1272, 1267]",11146,4
FL_DAY=17 + O_PRCP=VeryLow + OP_CARRIER=AA + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[917, 1258, 2, 1302, 1241, 1246, 1272, 1286, 1292]",11145,9
OP_CARRIER_FL_NUM=3974.0 + ORIGIN_INDEX=MCO + FL_DAY=20 + FL_WEEK=1 + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[687, 1027, 920, 932, 1302, 1296, 1251, 1267, 1247, 1242]",11144,10
OP_CARRIER_FL_NUM=4399.0 + FL_WEEK=1 + O_LATITUDE=VeryHigh + O_TEMP=VeryLow + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + CRS_DEP_TIME_MIN=VeryHigh,"[720, 932, 1287, 1253, 1302, 1296, 1251, 1242]",11144,8
OP_CARRIER_FL_NUM=3974.0 + ORIGIN_INDEX=MCO + FL_DAY=20 + O_LONGITUDE=High + FL_WEEK=1 + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[687, 1027, 920, 1291, 932, 1302, 1296, 1251, 1247, 1242]",11144,10
FL_WEEK=4 + ORIGIN_INDEX=LGA + CRS_ARR_TIME_MIN=Mid + D_LATITUDE=High + D_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[935, 1020, 1245, 1296, 1272, 1252, 1286, 1292]",11144,8
OP_CARRIER_FL_NUM=3791.0 + OP_CARRIER=F9 + FL_WEEK=1 + O_LATITUDE=VeryHigh + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[663, 6, 932, 1287, 1246, 1251, 1272, 1292]",11143,8
ORIGIN_INDEX=LGA + CRS_ARR_TIME_MIN=Mid + D_LATITUDE=High + D_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1020, 1245, 1296, 1272, 1252, 1286, 1292]",11143,7
FL_WEEK=1 + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High,"[932, 1302, 1241]",11143,3
DEST_INDEX=DEN + FL_DAY=18 + O_PRCP=VeryLow + D_WSPD=VeryHigh + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High,"[1127, 918, 1258, 1282, 1267, 1247, 1242, 1286]",11143,8
ORIGIN_INDEX=PBI + DEST_INDEX=HPN + O_LONGITUDE=High + OP_CARRIER=DL + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1046, 1154, 1291, 5, 1302, 1296, 1251, 1247, 1242]",11143,9
OP_CARRIER=DL + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High,"[5, 1251, 1247, 1242, 1286]",11142,5
FL_WEEK=3 + CRS_ELAPSED_TIME=Mid + OP_CARRIER=DL + O_TEMP=VeryHigh + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[934, 1250, 5, 1257, 1246, 1272, 1286, 1292]",11142,8
OP_CARRIER_FL_NUM=2802.0 + D_TEMP=VeryLow + FL_WEEK=2 + OP_CARRIER=DL + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[528, 1268, 933, 5, 1251, 1247, 1242, 1286, 1292]",11142,9
ORIGIN_INDEX=MCI + FL_DAY=18 + O_PRCP=VeryLow + FL_WEEK=1 + D_WSPD=VeryHigh + D_LATITUDE=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1026, 918, 1258, 932, 1282, 1296, 1267, 1247, 1242]",11142,9
FL_WEEK=2 + O_WSPD=High + D_LONGITUDE=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[933, 1266, 1302, 1247, 1292]",11141,5
DEST_INDEX=LGA + FL_WEEK=2 + D_LONGITUDE=VeryHigh + O_LONGITUDE=VeryHigh,"[1170, 933, 1302, 1292]",11141,4
O_TEMP=VeryHigh + CRS_ARR_TIME_MIN=High + D_LATITUDE=High,"[1257, 1246, 1296]",11141,3
ORIGIN_INDEX=JFK + OP_CARRIER=B6 + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1014, 4, 1242, 1292]",11141,4
O_LATITUDE=VeryHigh + O_TEMP=VeryLow + D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1287, 1253, 1302, 1296, 1251, 1247, 1242]",11140,7
FL_WEEK=4 + DEST_INDEX=DEN + ORIGIN_INDEX=LGA + CRS_ARR_TIME_MIN=Mid + D_LATITUDE=High + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[935, 1127, 1020, 1245, 1296, 1252, 1286, 1292]",11140,8
ORIGIN_INDEX=MIA + DEST_INDEX=LGA + O_LONGITUDE=High + O_PRCP=VeryLow + OP_CARRIER=AA + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_LATITUDE=High + CRS_ELAPSED_TIME=High,"[1032, 1170, 1291, 1258, 2, 1302, 1241, 1246, 1296, 1251]",11140,10
OP_CARRIER_FL_NUM=2669.0 + ORIGIN_INDEX=MIA + O_LONGITUDE=High + O_PRCP=VeryLow + OP_CARRIER=AA + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_LATITUDE=High + CRS_ELAPSED_TIME=High,"[513, 1032, 1291, 1258, 2, 1302, 1241, 1246, 1296, 1251]",11140,10
ORIGIN_INDEX=LGA + O_PRCP=VeryLow + O_TEMP=VeryLow + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1020, 1258, 1253, 1247, 1242]",11140,5
OP_CARRIER_FL_NUM=329.0 + DEST_INDEX=BOI + D_TEMP=Low + ORIGIN_INDEX=DFW + OP_CARRIER=AA + FL_WEEK=1 + O_TEMP=VeryHigh + D_WSPD=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[72, 1107, 1269, 982, 2, 932, 1257, 1282, 1252, 1247, 1242]",11140,11
OP_CARRIER=9E + FL_WEEK=2 + D_LONGITUDE=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + O_LATITUDE=High,"[1, 933, 1302, 1247, 1286]",11140,5
ORIGIN_INDEX=MCO + O_LONGITUDE=High + OP_CARRIER=B6 + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh,"[1027, 1291, 4, 1302, 1241, 1251, 1272, 1267]",11139,8
ORIGIN_INDEX=DFW + CRS_ELAPSED_TIME=Mid + OP_CARRIER=AA + O_TEMP=VeryLow + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[982, 1250, 2, 1253, 1267, 1247, 1242]",11139,7
OP_CARRIER_FL_NUM=4389.0 + DEST_INDEX=CMH + FL_DAY=18 + FL_WEEK=3 + CRS_ELAPSED_TIME=Mid + O_WSPD=High + O_LATITUDE=VeryHigh + O_TEMP=VeryLow + D_LATITUDE=High + O_LONGITUDE=VeryHigh,"[719, 1121, 918, 934, 1250, 1266, 1287, 1253, 1296, 1292]",11139,10
DEST_INDEX=IND + OP_CARRIER=AA + O_TEMP=VeryLow + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1159, 2, 1253, 1267, 1247, 1242]",11139,6
OP_CARRIER_FL_NUM=5799.0 + DEST_INDEX=BWI + ORIGIN_INDEX=BOS + FL_DAY=21 + O_LATITUDE=VeryHigh + O_TEMP=VeryLow + O_LONGITUDE=VeryHigh,"[894, 1113, 958, 921, 1287, 1253, 1292]",11139,7
DEST_INDEX=DEN + ORIGIN_INDEX=LGA + CRS_ARR_TIME_MIN=Mid + D_LATITUDE=High + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1127, 1020, 1245, 1296, 1252, 1286, 1292]",11139,7
DEST_INDEX=IND + ORIGIN_INDEX=DFW + OP_CARRIER=AA + D_LATITUDE=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1159, 982, 2, 1296, 1267, 1247, 1242]",11138,7
O_TEMP=VeryHigh + D_WSPD=VeryHigh + D_LATITUDE=High + D_TEMP=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1257, 1282, 1296, 1272, 1247, 1242]",11138,6
D_LATITUDE=VeryLow + ORIGIN_INDEX=MCO + D_WSPD=VeryHigh + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh,"[1293, 1027, 1282, 1302, 1241, 1246, 1251, 1272, 1267]",11138,9
D_LONGITUDE=VeryLow + OP_CARRIER=B6 + O_LATITUDE=VeryHigh + O_TEMP=VeryLow + O_LONGITUDE=VeryHigh,"[1298, 4, 1287, 1253, 1292]",11138,5
OP_CARRIER_FL_NUM=2883.0 + FL_WEEK=6 + ORIGIN_INDEX=MIA + O_LONGITUDE=High + D_PRCP=VeryLow + OP_CARRIER=AA + CRS_ELAPSED_TIME=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[534, 937, 1032, 1291, 1273, 2, 1252, 1247, 1242]",11137,9
CRS_ARR_TIME_MIN=VeryLow + CRS_ELAPSED_TIME=High,"[1243, 1251]",11136,2
OP_CARRIER_FL_NUM=4992.0 + DEST_INDEX=FLG + ORIGIN_INDEX=DFW + FL_DAY=20 + FL_WEEK=2 + O_TEMP=VeryHigh + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[784, 1143, 982, 920, 933, 1257, 1251, 1247, 1242]",11136,9
ORIGIN_INDEX=MCO + O_LONGITUDE=High + O_TEMP=VeryHigh + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1027, 1291, 1257, 1267, 1247, 1242]",11136,6
OP_CARRIER_FL_NUM=3131.0 + CRS_ARR_TIME_MIN=Mid + OP_CARRIER=AA + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[565, 1245, 2, 1252, 1286, 1292]",11135,6
OP_CARRIER_FL_NUM=4992.0 + DEST_INDEX=FLG + ORIGIN_INDEX=DFW + FL_DAY=20 + O_TEMP=VeryHigh + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[784, 1143, 982, 920, 1257, 1251, 1247, 1242]",11135,8
O_LONGITUDE=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + O_WSPD=VeryHigh,"[1291, 1246, 1251, 1267]",11135,4
DEST_INDEX=DTW + FL_WEEK=3 + O_LONGITUDE=VeryHigh,"[1130, 934, 1292]",11134,3
DEST_INDEX=JFK + OP_CARRIER=DL + D_LATITUDE=High + CRS_ELAPSED_TIME=VeryHigh,"[1163, 5, 1296, 1252]",11134,4
CRS_ELAPSED_TIME=Mid + OP_CARRIER=DL + O_TEMP=VeryHigh + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1250, 5, 1257, 1246, 1272, 1286, 1292]",11134,7
OP_CARRIER_FL_NUM=3440.0 + DEST_INDEX=EWR + O_LATITUDE=VeryHigh + D_LATITUDE=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[600, 1136, 1287, 1296, 1247, 1242, 1292]",11134,7
D_WSPD=VeryLow + OP_CARRIER=AA + O_TEMP=VeryLow + CRS_ELAPSED_TIME=High + O_LONGITUDE=VeryHigh,"[1278, 2, 1253, 1251, 1292]",11134,5
OP_CARRIER_FL_NUM=5744.0 + DEST_INDEX=LGA + D_WSPD=VeryLow + FL_WEEK=3 + O_LATITUDE=VeryHigh + D_LONGITUDE=VeryHigh + O_LONGITUDE=VeryHigh,"[889, 1170, 1278, 934, 1287, 1302, 1292]",11134,7
D_PRCP=VeryLow + D_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[1273, 1282, 1292]",11134,3
DEST_INDEX=MCO + O_WSPD=VeryHigh,"[1177, 1267]",11133,2
ORIGIN_INDEX=PHL + DEST_INDEX=BOS + OP_CARRIER=B6 + D_LATITUDE=VeryHigh + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1048, 1108, 4, 1297, 1302, 1241, 1246, 1286, 1292]",11133,9
OP_CARRIER_FL_NUM=5411.0 + D_LONGITUDE=VeryLow + FL_DAY=19 + O_PRCP=VeryLow + D_WSPD=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[844, 1298, 919, 1258, 1282, 1242]",11133,6
OP_CARRIER_FL_NUM=2687.0 + O_PRCP=VeryLow + OP_CARRIER=AA + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[515, 1258, 2, 1241, 1246, 1272, 1286, 1292]",11133,8
OP_CARRIER_FL_NUM=5744.0 + DEST_INDEX=LGA + FL_DAY=20 + D_WSPD=VeryLow + FL_WEEK=3 + O_TEMP=VeryLow + D_LONGITUDE=VeryHigh + O_LONGITUDE=VeryHigh,"[889, 1170, 920, 1278, 934, 1253, 1302, 1292]",11133,8
DEST_INDEX=EWR + O_WSPD=High + O_LATITUDE=VeryHigh + D_LONGITUDE=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1136, 1266, 1287, 1302, 1247, 1242, 1292]",11133,7
D_LONGITUDE=VeryLow + O_LONGITUDE=High + OP_CARRIER=AA + CRS_ELAPSED_TIME=VeryHigh,"[1298, 1291, 2, 1252]",11133,4
ORIGIN_INDEX=JFK + D_LONGITUDE=VeryHigh + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[1014, 1302, 1272, 1292]",11132,4
OP_CARRIER_FL_NUM=2376.0 + FL_DAY=17 + D_LATITUDE=VeryHigh + FL_WEEK=2 + O_LATITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[462, 917, 1297, 933, 1287, 1241, 1246, 1251, 1272, 1292]",11131,10
OP_CARRIER_FL_NUM=3791.0 + D_LONGITUDE=High + OP_CARRIER=F9 + O_LATITUDE=VeryHigh + D_WSPD=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[663, 1301, 6, 1287, 1282, 1241, 1251, 1272, 1292]",11130,9
FL_WEEK=7 + D_LATITUDE=VeryLow + ORIGIN_INDEX=MCO + OP_CARRIER=B6 + D_WSPD=VeryHigh + D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh,"[938, 1293, 1027, 4, 1282, 1302, 1241, 1246, 1272, 1267]",11130,10
ORIGIN_INDEX=LAX + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1017, 1247, 1242]",11130,3
ORIGIN_INDEX=ECP + FL_DAY=19 + OP_CARRIER=DL + O_TEMP=VeryLow + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh,"[985, 919, 5, 1253, 1241, 1246, 1272, 1267]",11130,8
OP_CARRIER_FL_NUM=5792.0 + DEST_INDEX=CLE + FL_WEEK=1 + D_WSPD=VeryHigh + O_TEMP=VeryLow + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[893, 1119, 932, 1282, 1253, 1286, 1292]",11130,7
OP_CARRIER_FL_NUM=2376.0 + D_LATITUDE=VeryHigh + FL_WEEK=2 + O_LATITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[462, 1297, 933, 1287, 1241, 1246, 1251, 1272, 1292]",11130,9
D_WSPD=VeryLow + D_PRCP=VeryLow + FL_WEEK=3 + OP_CARRIER=AA + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[1278, 1273, 934, 2, 1246, 1251, 1272, 1292]",11130,8
DEST_INDEX=ORD + ORIGIN_INDEX=JFK + D_LATITUDE=VeryHigh + D_WSPD=Low + FL_WEEK=2 + CRS_ELAPSED_TIME=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1194, 1014, 1297, 1279, 933, 1251, 1286, 1292]",11130,8
OP_CARRIER=AA + FL_WEEK=1 + O_TEMP=VeryLow + CRS_ELAPSED_TIME=High + O_LONGITUDE=VeryHigh,"[2, 932, 1253, 1251, 1292]",11130,5
