Pattern,ItemIDs,Utility,Size
ORIGIN_INDEX=BOS + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[958, 1256, 1258, 1273]",11118,4
D_LONGITUDE=VeryLow + OP_CARRIER=WN + O_LONGITUDE=Mid + O_PRCP=VeryLow,"[1298, 14, 1290, 1258]",11118,4
FL_WEEK=4 + CRS_ELAPSED_TIME=VeryLow + D_PRCP=VeryLow,"[935, 1248, 1273]",11117,3
FL_DAY=30 + CRS_ELAPSED_TIME=VeryLow + O_LONGITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[930, 1248, 1290, 1258, 1273]",11117,5
D_LONGITUDE=VeryLow + O_LONGITUDE=VeryLow + OP_CARRIER=WN + CRS_ELAPSED_TIME=Low + O_PRCP=VeryLow,"[1298, 1288, 14, 1249, 1258]",11117,5
CRS_ARR_TIME_MIN=Low + D_LATITUDE=Low + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1244, 1294, 1289, 1258]",11116,4
D_TEMP=VeryLow + CRS_DEP_TIME_MIN=Low + O_LONGITUDE=High + CRS_ELAPSED_TIME=Low,"[1268, 1239, 1291, 1249]",11116,4
O_LATITUDE=VeryLow + D_TEMP=VeryLow + D_LONGITUDE=Mid + O_LONGITUDE=High + D_PRCP=VeryLow,"[1283, 1268, 1300, 1291, 1273]",11116,5
CRS_ELAPSED_TIME=Mid + CRS_DEP_TIME_MIN=VeryLow + O_PRCP=VeryLow,"[1250, 1238, 1258]",11114,3
O_WSPD=High + D_LATITUDE=VeryLow + OP_CARRIER=WN + D_PRCP=VeryLow,"[1266, 1293, 14, 1273]",11113,4
O_LONGITUDE=VeryLow + D_TEMP=VeryLow + O_WSPD=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1288, 1268, 1264, 1258, 1273]",11113,5
O_LONGITUDE=VeryLow + O_TEMP=Low + D_TEMP=Low + O_LATITUDE=Mid + D_PRCP=VeryLow,"[1288, 1254, 1269, 1285, 1273]",11113,5
D_TEMP=Mid + O_TEMP=Mid + O_LONGITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1270, 1255, 1290, 1258, 1273]",11112,5
D_WSPD=VeryLow + O_PRCP=VeryLow,"[1278, 1258]",11110,2
ORIGIN_INDEX=ATL + CRS_ARR_TIME_MIN=Low + CRS_DEP_TIME_MIN=Low + O_LATITUDE=Low + O_LONGITUDE=High,"[948, 1244, 1239, 1284, 1291]",11110,5
CRS_DEP_TIME_MIN=Mid + D_LATITUDE=Low + D_LONGITUDE=Low + O_LONGITUDE=Low + D_PRCP=VeryLow,"[1240, 1294, 1299, 1289, 1273]",11109,5
FL_WEEK=4 + O_TEMP=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[935, 1255, 1258, 1273]",11109,4
O_TEMP=VeryHigh + D_LATITUDE=VeryLow,"[1257, 1293]",11109,2
O_LONGITUDE=VeryLow + CRS_DEP_TIME_MIN=VeryLow + D_TEMP=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1288, 1238, 1269, 1258, 1273]",11108,5
CRS_DEP_TIME_MIN=Low + D_LONGITUDE=High + CRS_ELAPSED_TIME=Low + D_PRCP=VeryLow,"[1239, 1301, 1249, 1273]",11108,4
DEST_INDEX=ORD + O_LATITUDE=VeryLow + D_LONGITUDE=Mid + O_PRCP=VeryLow,"[1194, 1283, 1300, 1258]",11108,4
FL_WEEK=7 + D_LONGITUDE=Mid + D_PRCP=VeryLow,"[938, 1300, 1273]",11105,3
D_WSPD=VeryLow + OP_CARRIER=WN,"[1278, 14]",11105,2
O_LATITUDE=Low + D_LONGITUDE=Mid + O_LONGITUDE=High + CRS_ELAPSED_TIME=Low,"[1284, 1300, 1291, 1249]",11104,4
D_LONGITUDE=VeryLow + O_LONGITUDE=VeryLow + O_WSPD=High + O_PRCP=VeryLow,"[1298, 1288, 1266, 1258]",11104,4
OP_CARRIER=OO + O_LONGITUDE=VeryLow + O_TEMP=Mid,"[12, 1288, 1255]",11103,3
D_LATITUDE=Mid + O_LATITUDE=VeryLow + OP_CARRIER=WN + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1295, 1283, 14, 1289, 1258]",11103,5
CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=Mid + O_LONGITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1243, 1238, 1300, 1290, 1258, 1273]",11101,6
OP_CARRIER=OO + D_TEMP=Low + O_LONGITUDE=Low + O_PRCP=VeryLow,"[12, 1269, 1289, 1258]",11101,4
D_TEMP=Mid + CRS_ARR_TIME_MIN=Low,"[1270, 1244]",11101,2
CRS_ARR_TIME_MIN=Low + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=Low + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1244, 1238, 1299, 1289, 1258]",11100,5
OP_CARRIER=OH + D_LATITUDE=Mid + D_PRCP=VeryLow,"[11, 1295, 1273]",11099,3
OP_CARRIER=YX + D_TEMP=Mid + D_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[15, 1270, 1280, 1258, 1273]",11098,5
DEST_INDEX=SFO + D_TEMP=Mid + CRS_ELAPSED_TIME=Low + O_LONGITUDE=Low + D_PRCP=VeryLow,"[1219, 1270, 1249, 1289, 1273]",11098,5
CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=VeryLow + O_TEMP=High + D_PRCP=VeryLow,"[1248, 1283, 1256, 1273]",11097,4
ORIGIN_INDEX=PDX + O_LATITUDE=VeryHigh + O_LONGITUDE=VeryLow,"[1047, 1287, 1288]",11096,3
CRS_ELAPSED_TIME=VeryLow + CRS_ARR_TIME_MIN=Low + CRS_DEP_TIME_MIN=Low + O_LONGITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1248, 1244, 1239, 1290, 1258, 1273]",11093,6
FL_WEEK=4 + CRS_DEP_TIME_MIN=VeryLow + D_PRCP=VeryLow,"[935, 1238, 1273]",11092,3
O_LATITUDE=VeryLow + OP_CARRIER=WN + O_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1283, 14, 1265, 1258, 1273]",11092,5
CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=Low + D_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1248, 1294, 1280, 1258, 1273]",11090,5
O_LATITUDE=VeryLow + O_WSPD=Low + O_LONGITUDE=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1283, 1264, 1291, 1258, 1273]",11090,5
D_LATITUDE=Mid + O_LATITUDE=VeryLow + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1295, 1283, 1289, 1258]",11087,4
OP_CARRIER=WN + O_WSPD=Low + D_LONGITUDE=Low,"[14, 1264, 1299]",11086,3
O_TEMP=VeryHigh + O_LONGITUDE=Mid + D_LONGITUDE=High + O_PRCP=VeryLow,"[1257, 1290, 1301, 1258]",11086,4
D_WSPD=VeryLow + CRS_DEP_TIME_MIN=VeryLow + D_PRCP=VeryLow,"[1278, 1238, 1273]",11085,3
DEST_INDEX=SEA + D_LONGITUDE=VeryLow + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1218, 1298, 1289, 1258]",11085,4
CRS_ARR_TIME_MIN=Low + CRS_DEP_TIME_MIN=Low + OP_CARRIER=WN + O_WSPD=Low,"[1244, 1239, 14, 1264]",11084,4
OP_CARRIER=OH + D_LATITUDE=Mid + CRS_ELAPSED_TIME=VeryLow + O_LONGITUDE=High + D_LONGITUDE=High,"[11, 1295, 1248, 1291, 1301]",11084,5
D_WSPD=VeryLow + CRS_DEP_TIME_MIN=VeryLow + O_PRCP=VeryLow,"[1278, 1238, 1258]",11084,3
FL_DAY=16 + O_PRCP=VeryLow,"[916, 1258]",11083,2
OP_CARRIER=OH + D_LATITUDE=Mid + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=Mid + O_LONGITUDE=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[11, 1295, 1248, 1285, 1291, 1258, 1273]",11082,7
D_LATITUDE=Low + OP_CARRIER=WN + D_LONGITUDE=Low + O_PRCP=VeryLow,"[1294, 14, 1299, 1258]",11080,4
D_TEMP=Mid + D_LATITUDE=Low + O_LONGITUDE=Low,"[1270, 1294, 1289]",11078,3
D_LONGITUDE=Mid + O_LONGITUDE=High + D_WSPD=Mid,"[1300, 1291, 1280]",11078,3
D_LONGITUDE=Mid + CRS_ELAPSED_TIME=Low + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1300, 1249, 1289, 1258]",11078,4
OP_CARRIER=WN + D_LONGITUDE=Mid + O_LONGITUDE=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[14, 1300, 1291, 1258, 1273]",11078,5
ORIGIN_INDEX=SEA + O_LATITUDE=VeryHigh + OP_CARRIER=OO + O_LONGITUDE=VeryLow + CRS_ELAPSED_TIME=VeryLow,"[1073, 1287, 12, 1288, 1248]",11077,5
CRS_ELAPSED_TIME=VeryLow + O_LONGITUDE=High + O_TEMP=High + O_PRCP=VeryLow,"[1248, 1291, 1256, 1258]",11077,4
OP_CARRIER=MQ + CRS_ELAPSED_TIME=VeryLow,"[9, 1248]",11077,2
D_WSPD=VeryLow + OP_CARRIER=WN + O_LONGITUDE=Low,"[1278, 14, 1289]",11076,3
OP_CARRIER=WN + CRS_ELAPSED_TIME=Low + O_WSPD=Mid + D_PRCP=VeryLow,"[14, 1249, 1265, 1273]",11076,4
FL_WEEK=4 + OP_CARRIER=UA + O_PRCP=VeryLow + D_PRCP=VeryLow,"[935, 13, 1258, 1273]",11076,4
D_LATITUDE=Mid,[1295],11075,1
D_WSPD=VeryLow + CRS_ARR_TIME_MIN=VeryLow + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1278, 1243, 1258, 1273]",11074,4
FL_WEEK=6 + O_LONGITUDE=High + O_PRCP=VeryLow,"[937, 1291, 1258]",11073,3
CRS_ARR_TIME_MIN=Low + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=High,"[1244, 1238, 1301]",11073,3
O_TEMP=VeryHigh + O_WSPD=Low + O_LONGITUDE=Mid,"[1257, 1264, 1290]",11072,3
OP_CARRIER=OO + O_WSPD=High + O_PRCP=VeryLow,"[12, 1266, 1258]",11071,3
CRS_DEP_TIME_MIN=Low + CRS_ELAPSED_TIME=Low + O_WSPD=Mid + O_PRCP=VeryLow,"[1239, 1249, 1265, 1258]",11070,4
D_TEMP=VeryLow + O_WSPD=Mid + O_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1268, 1265, 1289, 1258, 1273]",11069,5
O_TEMP=VeryHigh + OP_CARRIER=WN + D_LONGITUDE=Mid + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1257, 14, 1300, 1289, 1258]",11068,5
ORIGIN_INDEX=ATL + O_LONGITUDE=High + D_WSPD=Mid,"[948, 1291, 1280]",11068,3
O_WSPD=Low + D_LONGITUDE=Mid + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1264, 1300, 1256, 1258, 1273]",11068,5
O_WSPD=High + CRS_ELAPSED_TIME=VeryLow + O_LONGITUDE=Mid + O_PRCP=VeryLow,"[1266, 1248, 1290, 1258]",11066,4
DEST_INDEX=SFO + D_LONGITUDE=VeryLow + D_TEMP=Mid + CRS_ELAPSED_TIME=Low + O_LONGITUDE=Low,"[1219, 1298, 1270, 1249, 1289]",11065,5
O_LONGITUDE=VeryLow + CRS_ELAPSED_TIME=VeryLow + CRS_ARR_TIME_MIN=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1288, 1248, 1244, 1258, 1273]",11065,5
D_LATITUDE=Mid + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=Mid + D_LONGITUDE=High,"[1295, 1248, 1285, 1301]",11064,4
FL_WEEK=7 + O_LONGITUDE=VeryLow + O_TEMP=Low + D_PRCP=VeryLow,"[938, 1288, 1254, 1273]",11064,4
CRS_DEP_TIME_MIN=Low + O_LATITUDE=Low + O_LONGITUDE=High,"[1239, 1284, 1291]",11062,3
CRS_ARR_TIME_MIN=Low + D_TEMP=Low + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1244, 1269, 1289, 1258]",11062,4
OP_CARRIER=UA + D_TEMP=Mid,"[13, 1270]",11062,2
FL_WEEK=6 + OP_CARRIER=WN + O_LONGITUDE=Low + O_PRCP=VeryLow,"[937, 14, 1289, 1258]",11060,4
OP_CARRIER=HA + D_LONGITUDE=VeryLow + O_LONGITUDE=VeryLow + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=VeryLow + D_PRCP=VeryLow,"[8, 1298, 1288, 1248, 1283, 1273]",11058,6
DEST_INDEX=SFO + O_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1219, 1289, 1258, 1273]",11056,4
OP_CARRIER=OO + O_WSPD=Mid + O_LONGITUDE=Low + O_PRCP=VeryLow,"[12, 1265, 1289, 1258]",11055,4
ORIGIN_INDEX=ATL + O_LATITUDE=Low + D_LONGITUDE=Mid + O_PRCP=VeryLow,"[948, 1284, 1300, 1258]",11054,4
CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + O_TEMP=Mid + D_LONGITUDE=High + O_PRCP=VeryLow,"[1243, 1238, 1255, 1301, 1258]",11053,5
CRS_DEP_TIME_MIN=Mid + O_LONGITUDE=Mid + O_WSPD=Mid,"[1240, 1290, 1265]",11053,3
CRS_ARR_TIME_MIN=VeryLow + O_TEMP=Mid + O_LATITUDE=Mid + D_PRCP=VeryLow,"[1243, 1255, 1285, 1273]",11053,4
O_LATITUDE=VeryHigh + CRS_ARR_TIME_MIN=VeryLow + O_LONGITUDE=VeryLow,"[1287, 1243, 1288]",11053,3
O_LATITUDE=Mid + O_WSPD=Low + CRS_ELAPSED_TIME=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1285, 1264, 1249, 1258, 1273]",11051,5
O_WSPD=VeryLow + O_LONGITUDE=VeryLow + CRS_ELAPSED_TIME=VeryLow,"[1263, 1288, 1248]",11050,3
OP_CARRIER=YX + CRS_ARR_TIME_MIN=Mid + D_PRCP=VeryLow,"[15, 1245, 1273]",11049,3
D_LONGITUDE=VeryLow + CRS_ARR_TIME_MIN=VeryLow + O_LONGITUDE=VeryLow + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + O_LATITUDE=VeryLow,"[1298, 1243, 1288, 1248, 1293, 1283]",11049,6
OP_CARRIER=YX + O_TEMP=Mid + D_LONGITUDE=High + O_PRCP=VeryLow,"[15, 1255, 1301, 1258]",11049,4
CRS_ELAPSED_TIME=Mid + O_TEMP=Mid + O_LONGITUDE=Mid + O_PRCP=VeryLow,"[1250, 1255, 1290, 1258]",11045,4
OP_CARRIER=OH + CRS_ELAPSED_TIME=VeryLow + O_LONGITUDE=High + D_LONGITUDE=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[11, 1248, 1291, 1301, 1258, 1273]",11044,6
D_LATITUDE=VeryHigh + O_LATITUDE=Low + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1297, 1284, 1289, 1258]",11044,4
OP_CARRIER=UA + CRS_ARR_TIME_MIN=Low + D_PRCP=VeryLow,"[13, 1244, 1273]",11043,3
CRS_ARR_TIME_MIN=Low + D_TEMP=VeryLow + D_LONGITUDE=Low + O_LONGITUDE=Low + D_PRCP=VeryLow,"[1244, 1268, 1299, 1289, 1273]",11043,5
ORIGIN_INDEX=SEA + D_LATITUDE=VeryHigh + O_LONGITUDE=VeryLow + D_PRCP=VeryLow,"[1073, 1297, 1288, 1273]",11043,4
D_WSPD=VeryHigh + O_TEMP=High + D_PRCP=VeryLow,"[1282, 1256, 1273]",11042,3
O_LATITUDE=VeryHigh + CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow,"[1287, 1243, 1238]",11042,3
CRS_ARR_TIME_MIN=VeryLow + O_TEMP=Mid + O_LATITUDE=Mid,"[1243, 1255, 1285]",11041,3
CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=Mid + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1243, 1238, 1300, 1256, 1258, 1273]",11040,6
O_TEMP=VeryHigh + D_LATITUDE=Mid + CRS_ELAPSED_TIME=VeryLow + O_LONGITUDE=High + D_LONGITUDE=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1257, 1295, 1248, 1291, 1301, 1258, 1273]",11039,7
O_LATITUDE=VeryHigh + CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + O_LONGITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1287, 1243, 1238, 1290, 1258, 1273]",11038,6
FL_WEEK=6 + D_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[937, 1299, 1258, 1273]",11038,4
CRS_ELAPSED_TIME=Low + O_TEMP=High + O_LONGITUDE=Low,"[1249, 1256, 1289]",11037,3
OP_CARRIER=UA + D_TEMP=Mid + D_PRCP=VeryLow,"[13, 1270, 1273]",11037,3
CRS_ELAPSED_TIME=Mid + O_TEMP=VeryHigh,"[1250, 1257]",11037,2
O_LATITUDE=VeryHigh + CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1287, 1243, 1238, 1258, 1273]",11035,5
FL_WEEK=4 + CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow,"[935, 1243, 1238]",11034,3
ORIGIN_INDEX=STL + OP_CARRIER=WN + O_LONGITUDE=Mid + D_PRCP=VeryLow,"[1081, 14, 1290, 1273]",11033,4
O_LATITUDE=Low + CRS_ELAPSED_TIME=Low + O_TEMP=High + D_PRCP=VeryLow,"[1284, 1249, 1256, 1273]",11033,4
O_LATITUDE=VeryLow + O_LONGITUDE=Low + D_WSPD=Mid + D_PRCP=VeryLow,"[1283, 1289, 1280, 1273]",11031,4
CRS_ARR_TIME_MIN=Mid + CRS_ELAPSED_TIME=VeryLow + CRS_DEP_TIME_MIN=Mid + O_PRCP=VeryLow,"[1245, 1248, 1240, 1258]",11031,4
D_WSPD=High + D_PRCP=VeryLow,"[1281, 1273]",11030,2
D_LATITUDE=Low + O_TEMP=Mid + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1294, 1255, 1289, 1258]",11030,4
D_WSPD=VeryHigh + OP_CARRIER=WN + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1282, 14, 1256, 1258, 1273]",11030,5
O_LONGITUDE=VeryLow + O_TEMP=Low + CRS_DEP_TIME_MIN=Low + O_LATITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1288, 1254, 1239, 1285, 1258, 1273]",11029,6
CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + O_LONGITUDE=Mid + O_TEMP=High,"[1243, 1238, 1290, 1256]",11029,4
CRS_ARR_TIME_MIN=VeryLow + O_LONGITUDE=Mid + D_LONGITUDE=High,"[1243, 1290, 1301]",11028,3
CRS_DEP_TIME_MIN=Mid + O_LATITUDE=Low + O_LONGITUDE=High + D_PRCP=VeryLow,"[1240, 1284, 1291, 1273]",11026,4
CRS_DEP_TIME_MIN=Mid + O_LONGITUDE=Low + D_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1240, 1289, 1280, 1258, 1273]",11024,5
FL_DAY=16 + CRS_ELAPSED_TIME=VeryLow,"[916, 1248]",11024,2
OP_CARRIER=YX + CRS_ELAPSED_TIME=Low + O_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[15, 1249, 1265, 1258, 1273]",11024,5
O_LATITUDE=VeryHigh + CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + D_PRCP=VeryLow,"[1287, 1243, 1238, 1273]",11024,4
O_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Low + O_LONGITUDE=Low + D_PRCP=VeryLow,"[1283, 1239, 1289, 1273]",11023,4
FL_DAY=16 + CRS_ELAPSED_TIME=VeryLow + O_PRCP=VeryLow,"[916, 1248, 1258]",11022,3
ORIGIN_INDEX=SEA + D_LATITUDE=VeryHigh + D_LONGITUDE=VeryLow + O_LONGITUDE=VeryLow + CRS_ELAPSED_TIME=VeryLow + O_TEMP=Low,"[1073, 1297, 1298, 1288, 1248, 1254]",11020,6
D_LATITUDE=Mid + OP_CARRIER=WN + D_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1295, 14, 1299, 1258, 1273]",11020,5
O_TEMP=Mid + O_LATITUDE=Low + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1255, 1284, 1289, 1258]",11019,4
CRS_ELAPSED_TIME=Mid + D_LONGITUDE=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1250, 1301, 1258, 1273]",11019,4
D_TEMP=Mid + O_WSPD=Mid + O_TEMP=High + O_PRCP=VeryLow,"[1270, 1265, 1256, 1258]",11019,4
ORIGIN_INDEX=SFO + D_LONGITUDE=VeryLow + O_LONGITUDE=VeryLow + O_LATITUDE=Mid,"[1074, 1298, 1288, 1285]",11018,4
O_TEMP=VeryHigh + O_WSPD=Low + O_LONGITUDE=Mid + O_PRCP=VeryLow,"[1257, 1264, 1290, 1258]",11016,4
O_TEMP=Mid + O_LONGITUDE=Mid + CRS_ELAPSED_TIME=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1255, 1290, 1249, 1258, 1273]",11015,5
D_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Mid + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1293, 1240, 1289, 1258]",11015,4
OP_CARRIER=YX + FL_WEEK=5 + O_TEMP=High + D_PRCP=VeryLow,"[15, 936, 1256, 1273]",11015,4
O_WSPD=High + D_LATITUDE=VeryLow + O_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1266, 1293, 1289, 1258, 1273]",11014,5
O_TEMP=Low + CRS_DEP_TIME_MIN=VeryLow + D_TEMP=Low + O_PRCP=VeryLow,"[1254, 1238, 1269, 1258]",11013,4
CRS_ELAPSED_TIME=Mid + O_LONGITUDE=Mid + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1250, 1290, 1256, 1258, 1273]",11010,5
CRS_ELAPSED_TIME=VeryLow + CRS_ARR_TIME_MIN=Low + O_LATITUDE=VeryLow,"[1248, 1244, 1283]",11009,3
CRS_ARR_TIME_MIN=VeryLow + D_TEMP=Mid + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=Mid + O_PRCP=VeryLow,"[1243, 1270, 1238, 1300, 1258]",11009,5
OP_CARRIER=OO + D_LONGITUDE=VeryLow + O_LONGITUDE=VeryLow + O_LATITUDE=Mid + O_PRCP=VeryLow,"[12, 1298, 1288, 1285, 1258]",11008,5
OP_CARRIER=OO + CRS_ARR_TIME_MIN=VeryLow + O_LONGITUDE=Low,"[12, 1243, 1289]",11008,3
CRS_DEP_TIME_MIN=Mid + O_LONGITUDE=Mid + O_WSPD=Mid + O_PRCP=VeryLow,"[1240, 1290, 1265, 1258]",11007,4
D_LONGITUDE=VeryLow + O_WSPD=High + OP_CARRIER=WN + O_PRCP=VeryLow,"[1298, 1266, 14, 1258]",11004,4
O_WSPD=Low + D_LONGITUDE=Low + O_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1264, 1299, 1289, 1258, 1273]",11004,5
FL_DAY=23 + O_TEMP=Mid + O_PRCP=VeryLow,"[923, 1255, 1258]",11004,3
CRS_ELAPSED_TIME=Mid + CRS_ARR_TIME_MIN=Low + CRS_DEP_TIME_MIN=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1250, 1244, 1239, 1258, 1273]",11003,5
D_LONGITUDE=VeryLow + CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow,"[1298, 1243, 1238]",11002,3
CRS_DEP_TIME_MIN=Low + D_LONGITUDE=High + CRS_ELAPSED_TIME=Low,"[1239, 1301, 1249]",11000,3
OP_CARRIER=OO + O_TEMP=VeryHigh + O_LONGITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[12, 1257, 1290, 1258, 1273]",11000,5
FL_DAY=26 + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=Low + O_PRCP=VeryLow,"[926, 1248, 1284, 1258]",11000,4
CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + D_LATITUDE=Low + O_LONGITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1243, 1238, 1294, 1290, 1258, 1273]",11000,6
O_WSPD=High + CRS_ELAPSED_TIME=VeryLow + CRS_ARR_TIME_MIN=Low,"[1266, 1248, 1244]",10999,3
D_LATITUDE=VeryHigh + OP_CARRIER=OO + O_LONGITUDE=VeryLow + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1297, 12, 1288, 1258, 1273]",10997,5
D_TEMP=VeryLow + O_LATITUDE=Low + O_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1268, 1284, 1289, 1258, 1273]",10997,5
D_LONGITUDE=VeryLow + O_LONGITUDE=VeryLow + O_LATITUDE=Mid + OP_CARRIER=WN + O_PRCP=VeryLow,"[1298, 1288, 1285, 14, 1258]",10997,5
O_WSPD=VeryLow + D_LATITUDE=Low + D_LONGITUDE=Low + O_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1263, 1294, 1299, 1289, 1258, 1273]",10997,6
FL_DAY=27 + O_LONGITUDE=High + O_PRCP=VeryLow,"[927, 1291, 1258]",10997,3
CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=Low + O_LONGITUDE=High + O_WSPD=Mid,"[1248, 1284, 1291, 1265]",10996,4
FL_DAY=28 + CRS_ELAPSED_TIME=VeryLow + D_PRCP=VeryLow,"[928, 1248, 1273]",10993,3
O_TEMP=Mid + O_WSPD=Low + D_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1255, 1264, 1280, 1258, 1273]",10993,5
D_TEMP=Mid + O_TEMP=Mid + O_LONGITUDE=Low + D_PRCP=VeryLow,"[1270, 1255, 1289, 1273]",10990,4
CRS_ELAPSED_TIME=VeryLow + OP_CARRIER=WN + O_LONGITUDE=Mid + O_PRCP=VeryLow,"[1248, 14, 1290, 1258]",10990,4
O_TEMP=Mid + D_TEMP=Low + O_LONGITUDE=Mid,"[1255, 1269, 1290]",10990,3
O_LATITUDE=Mid + O_LONGITUDE=Low + D_WSPD=Mid + O_PRCP=VeryLow,"[1285, 1289, 1280, 1258]",10989,4
DEST_INDEX=ATL + D_LATITUDE=Low + D_PRCP=VeryLow,"[1099, 1294, 1273]",10989,3
ORIGIN_INDEX=SEA + D_LATITUDE=VeryHigh + D_LONGITUDE=VeryLow + O_LONGITUDE=VeryLow + CRS_ELAPSED_TIME=VeryLow + O_PRCP=VeryLow,"[1073, 1297, 1298, 1288, 1248, 1258]",10988,6
O_LONGITUDE=VeryLow + D_LATITUDE=Low + O_TEMP=Mid + D_PRCP=VeryLow,"[1288, 1294, 1255, 1273]",10987,4
ORIGIN_INDEX=ATL + O_TEMP=Mid + O_LATITUDE=Low + O_PRCP=VeryLow,"[948, 1255, 1284, 1258]",10987,4
